person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
26,69002,MORTGAGE,5.0,MEDICAL,A,1677,6.98,0,0.02,N,5
26,26099,MORTGAGE,1.0,MEDICAL,C,6841,11.31,0,0.26,Y,3
26,15974,MORTGAGE,0.0,PERSONAL,C,1454,11.19,0,0.09,N,8
36,26694,RENT,1.0,VENTURE,A,15081,,0,0.56,Y,4
20,13079,OWN,2.0,EDUCATION,A,8354,5.74,0,0.64,N,7
22,18358,MORTGAGE,3.0,VENTURE,D,2426,,1,0.13,N,2
20,13127,RENT,1.0,EDUCATION,B,1620,14.81,0,0.12,N,3
24,10124,MORTGAGE,3.0,MEDICAL,E,2688,21.73,0,0.27,N,7
25,8000,MORTGAGE,21.0,MEDICAL,B,7127,6.24,0,0.83,N,2
24,9147,RENT,9.0,DEBTCONSOLIDATION,G,2868,,1,0.31,N,10
34,38627,MORTGAGE,3.0,EDUCATION,C,8269,13.43,1,0.21,Y,8
32,12800,RENT,4.0,PERSONAL,C,9477,11.66,1,0.74,N,5
28,29560,RENT,0.0,EDUCATION,C,3294,16.87,0,0.11,N,7
25,37277,RENT,2.0,MEDICAL,B,9122,10.4,1,0.24,N,2
33,22228,RENT,,PERSONAL,C,11448,12.57,0,0.52,N,7
27,18690,RENT,,DEBTCONSOLIDATION,A,7302,6.2,1,0.39,N,2
22,23698,RENT,3.0,PERSONAL,B,7198,10.52,0,0.3,N,9
20,17515,MORTGAGE,19.0,DEBTCONSOLIDATION,F,3315,23.22,1,0.19,Y,2
25,42708,MORTGAGE,0.0,EDUCATION,E,20363,20.32,1,0.48,N,9
32,61826,RENT,8.0,MEDICAL,E,2471,19.04,0,0.04,N,2
41,48893,MORTGAGE,7.0,VENTURE,D,3605,14.09,1,0.07,N,5
28,8000,MORTGAGE,0.0,PERSONAL,D,9480,15.83,1,0.83,N,6
23,17320,OWN,10.0,EDUCATION,E,3777,20.38,0,0.22,N,6
20,22076,OTHER,3.0,EDUCATION,D,3983,15.91,0,0.18,Y,8
31,28415,RENT,4.0,PERSONAL,A,1895,7.22,0,0.07,Y,2
20,8518,RENT,0.0,VENTURE,C,3538,14.01,0,0.42,N,2
31,8443,RENT,3.0,PERSONAL,A,26639,8.72,0,0.83,N,2
32,45194,RENT,2.0,MEDICAL,A,3820,7.43,0,0.08,Y,10
30,16195,RENT,9.0,EDUCATION,C,12031,15.32,1,0.74,N,4
26,9719,RENT,3.0,DEBTCONSOLIDATION,E,3465,19.67,1,0.36,N,3
31,12004,OWN,10.0,DEBTCONSOLIDATION,A,2330,9.47,0,0.19,N,13
28,27303,MORTGAGE,9.0,PERSONAL,D,2848,,0,0.1,N,2
23,14011,MORTGAGE,8.0,HOMEIMPROVEMENT,B,8165,,0,0.58,N,9
38,25157,MORTGAGE,1.0,PERSONAL,D,1066,19.01,0,0.04,N,2
25,12857,MORTGAGE,14.0,MEDICAL,C,16207,13.06,0,0.83,N,2
32,8439,MORTGAGE,5.0,HOMEIMPROVEMENT,C,6863,12.37,0,0.81,N,9
20,48214,RENT,1.0,EDUCATION,B,3783,,0,0.08,N,8
35,27419,RENT,4.0,HOMEIMPROVEMENT,B,2820,10.25,0,0.1,N,2
36,18332,RENT,0.0,EDUCATION,B,3411,10.6,0,0.19,N,2
27,16535,RENT,1.0,DEBTCONSOLIDATION,C,10997,14.62,1,0.67,Y,5
31,49300,OWN,4.0,EDUCATION,B,1628,12.16,0,0.03,N,5
31,30495,RENT,2.0,PERSONAL,B,4728,11.05,0,0.16,N,13
23,41388,RENT,1.0,PERSONAL,C,10832,15.42,0,0.26,N,2
30,15978,RENT,5.0,MEDICAL,A,1190,8.22,0,0.07,N,4
22,22648,MORTGAGE,0.0,VENTURE,A,3165,5.61,1,0.14,Y,5
24,27479,RENT,4.0,VENTURE,A,1703,5.54,1,0.06,N,5
34,16276,RENT,0.0,MEDICAL,E,1993,19.33,1,0.12,N,3
33,20899,RENT,0.0,EDUCATION,E,5719,16.78,1,0.27,N,3
23,15978,RENT,3.0,VENTURE,A,7742,7.12,0,0.48,N,5
23,27432,MORTGAGE,2.0,PERSONAL,C,3688,13.66,1,0.13,N,7
23,10649,RENT,9.0,EDUCATION,B,1720,13.45,0,0.16,N,9
32,30169,RENT,3.0,EDUCATION,B,2681,12.65,0,0.09,N,7
21,26131,OTHER,10.0,HOMEIMPROVEMENT,B,6488,,1,0.25,N,3
29,19696,RENT,22.0,EDUCATION,B,4793,12.47,0,0.24,N,10
32,28204,MORTGAGE,10.0,PERSONAL,C,2151,13.76,0,0.08,Y,7
27,18020,MORTGAGE,2.0,DEBTCONSOLIDATION,B,3492,11.71,1,0.19,N,6
33,15236,RENT,2.0,EDUCATION,A,8483,5.42,0,0.56,Y,2
25,29704,RENT,3.0,PERSONAL,B,5656,10.17,0,0.19,N,10
26,30420,RENT,4.0,EDUCATION,A,2364,7.25,0,0.08,N,6
21,16663,RENT,6.0,DEBTCONSOLIDATION,F,5876,22.6,1,0.35,N,9
33,15895,RENT,3.0,HOMEIMPROVEMENT,B,3316,12.94,0,0.21,N,4
23,19917,MORTGAGE,8.0,MEDICAL,A,3126,7.54,0,0.16,N,2
29,16258,RENT,3.0,HOMEIMPROVEMENT,B,5390,11.92,0,0.33,Y,2
27,50960,RENT,14.0,MEDICAL,B,2278,11.33,0,0.04,N,6
21,26214,OWN,14.0,HOMEIMPROVEMENT,C,3611,14.03,0,0.14,N,2
24,22204,RENT,4.0,HOMEIMPROVEMENT,C,10228,15.38,1,0.46,Y,2
35,13187,MORTGAGE,2.0,EDUCATION,C,27687,,0,0.83,N,9
28,33072,RENT,4.0,EDUCATION,B,1481,7.87,0,0.04,N,7
21,15734,MORTGAGE,3.0,EDUCATION,D,2658,,1,0.17,N,2
29,15382,MORTGAGE,12.0,VENTURE,A,10842,7.09,1,0.7,N,2
26,33689,OWN,2.0,PERSONAL,B,2040,,0,0.06,Y,2
48,27255,MORTGAGE,1.0,MEDICAL,E,4494,21.18,0,0.16,N,14
29,8000,RENT,,DEBTCONSOLIDATION,B,17291,9.78,1,0.83,Y,6
25,20195,RENT,11.0,MEDICAL,G,2952,23.22,0,0.15,N,2
36,23600,RENT,4.0,PERSONAL,C,4121,15.13,0,0.17,N,8
20,18273,RENT,0.0,PERSONAL,B,1995,10.1,0,0.11,N,2
28,24057,MORTGAGE,3.0,DEBTCONSOLIDATION,C,7945,14.43,1,0.33,N,2
39,8141,RENT,1.0,VENTURE,E,1404,18.98,0,0.17,N,6
27,8000,RENT,1.0,VENTURE,D,3029,17.73,1,0.38,Y,6
20,12880,MORTGAGE,9.0,EDUCATION,A,1981,,0,0.15,N,2
25,25725,RENT,17.0,MEDICAL,D,3924,12.96,0,0.15,N,4
36,8000,MORTGAGE,0.0,MEDICAL,A,18014,9.7,0,0.83,N,2
29,13850,RENT,4.0,HOMEIMPROVEMENT,A,6439,9.86,0,0.46,N,7
22,8000,MORTGAGE,1.0,MEDICAL,B,5808,7.95,0,0.73,N,5
23,19274,RENT,3.0,EDUCATION,C,6044,13.66,0,0.31,N,9
24,64656,MORTGAGE,2.0,MEDICAL,B,4836,8.55,1,0.07,Y,2
29,19546,OWN,7.0,VENTURE,D,12073,13.8,0,0.62,N,7
35,20761,MORTGAGE,2.0,PERSONAL,B,8447,12.22,1,0.41,N,3
34,34946,OTHER,2.0,MEDICAL,A,1976,9.72,0,0.06,N,8
30,22286,MORTGAGE,6.0,EDUCATION,B,9724,10.97,0,0.44,N,2
20,19570,RENT,10.0,DEBTCONSOLIDATION,C,5794,16.34,0,0.3,Y,10
20,36667,RENT,9.0,EDUCATION,B,6757,10.01,0,0.18,N,9
30,28553,MORTGAGE,2.0,VENTURE,E,1204,17.83,0,0.04,N,6
20,25815,MORTGAGE,12.0,MEDICAL,A,4917,6.42,0,0.19,N,12
26,20407,MORTGAGE,2.0,HOMEIMPROVEMENT,C,4459,12.83,0,0.22,N,3
29,18208,MORTGAGE,2.0,DEBTCONSOLIDATION,D,3025,17.64,0,0.17,N,11
20,36477,RENT,0.0,PERSONAL,D,10417,18.63,0,0.29,N,8
21,18305,RENT,3.0,PERSONAL,C,1563,12.27,1,0.09,N,5
27,43355,RENT,13.0,VENTURE,A,35000,5.42,0,0.81,N,12
30,12382,MORTGAGE,7.0,VENTURE,A,2247,8.32,0,0.18,N,7
34,48464,RENT,4.0,MEDICAL,B,6830,10.47,0,0.14,N,4
31,28555,RENT,1.0,EDUCATION,E,5710,21.17,1,0.2,Y,9
28,12930,MORTGAGE,30.0,HOMEIMPROVEMENT,A,11134,5.77,1,0.83,N,4
23,29142,RENT,13.0,VENTURE,D,15832,16.01,1,0.54,Y,2
21,15403,RENT,4.0,EDUCATION,D,3624,18.54,0,0.24,N,7
24,22435,RENT,2.0,EDUCATION,F,5558,23.22,1,0.25,N,7
30,16854,OWN,1.0,DEBTCONSOLIDATION,A,3644,9.09,0,0.22,Y,6
29,20473,RENT,,EDUCATION,A,2497,6.69,0,0.12,N,5
20,36967,MORTGAGE,6.0,EDUCATION,B,5033,12.94,0,0.14,N,3
22,29295,MORTGAGE,2.0,DEBTCONSOLIDATION,B,4822,11.67,0,0.16,N,2
34,11861,MORTGAGE,19.0,VENTURE,D,4953,17.61,0,0.42,N,9
28,12241,MORTGAGE,3.0,MEDICAL,E,3771,18.72,1,0.31,Y,6
20,25563,RENT,9.0,HOMEIMPROVEMENT,B,6236,11.99,0,0.24,N,6
41,26602,RENT,7.0,EDUCATION,D,8495,16.62,1,0.32,Y,2
27,15200,RENT,6.0,MEDICAL,D,2112,19.79,0,0.14,N,8
30,52850,MORTGAGE,2.0,EDUCATION,B,7569,11.0,0,0.14,N,3
30,34455,RENT,5.0,HOMEIMPROVEMENT,B,14662,10.73,1,0.43,N,3
25,15614,MORTGAGE,3.0,PERSONAL,E,2012,,1,0.13,N,8
23,14805,OWN,0.0,EDUCATION,E,5476,20.13,0,0.37,N,2
40,19432,MORTGAGE,8.0,EDUCATION,F,6755,21.72,0,0.35,N,5
33,18351,RENT,13.0,EDUCATION,C,8504,11.7,0,0.46,N,6
32,43953,MORTGAGE,9.0,PERSONAL,B,9205,9.66,0,0.21,N,6
31,37853,RENT,9.0,MEDICAL,D,11419,14.26,0,0.3,Y,6
21,22455,OWN,3.0,HOMEIMPROVEMENT,A,5405,,0,0.24,N,7
35,31979,MORTGAGE,1.0,PERSONAL,E,2445,21.29,1,0.08,Y,9
22,34635,RENT,4.0,DEBTCONSOLIDATION,A,3825,6.15,0,0.11,N,6
29,22743,MORTGAGE,0.0,HOMEIMPROVEMENT,B,13498,,0,0.59,Y,11
20,27486,MORTGAGE,0.0,PERSONAL,C,2655,11.87,1,0.1,Y,4
20,30540,MORTGAGE,5.0,PERSONAL,A,7067,7.79,1,0.23,N,5
29,28801,RENT,1.0,MEDICAL,B,8880,11.65,0,0.31,N,14
22,14352,RENT,2.0,EDUCATION,B,7543,10.37,0,0.53,N,2
20,15172,RENT,11.0,MEDICAL,A,9420,6.77,0,0.62,N,3
30,18793,MORTGAGE,1.0,MEDICAL,A,4806,9.49,1,0.26,N,4
40,14933,RENT,4.0,VENTURE,A,4577,8.61,0,0.31,N,12
36,9796,OTHER,4.0,HOMEIMPROVEMENT,D,17521,18.4,1,0.83,N,7
26,31945,MORTGAGE,0.0,HOMEIMPROVEMENT,B,19549,9.6,0,0.61,N,9
27,26649,RENT,2.0,MEDICAL,A,13527,7.74,0,0.51,N,4
33,10544,MORTGAGE,1.0,PERSONAL,A,7218,8.23,0,0.68,N,2
34,19292,RENT,3.0,PERSONAL,C,3283,15.3,0,0.17,Y,2
25,19903,RENT,4.0,VENTURE,A,5407,5.42,0,0.27,Y,4
27,24344,RENT,2.0,VENTURE,B,4489,11.51,0,0.18,N,9
29,12148,MORTGAGE,3.0,HOMEIMPROVEMENT,C,10620,14.5,1,0.83,N,5
31,10459,MORTGAGE,12.0,MEDICAL,F,6459,23.22,1,0.62,N,7
26,29314,RENT,2.0,MEDICAL,A,7395,6.6,0,0.25,N,2
26,9474,RENT,8.0,DEBTCONSOLIDATION,A,4801,5.42,1,0.51,N,4
35,19380,RENT,1.0,EDUCATION,A,857,5.58,0,0.04,N,3
34,18410,OWN,0.0,EDUCATION,E,12316,20.54,0,0.67,N,6
30,20582,RENT,2.0,DEBTCONSOLIDATION,C,4698,15.74,0,0.23,N,12
38,25311,MORTGAGE,2.0,DEBTCONSOLIDATION,D,9678,16.45,1,0.38,Y,9
25,53061,MORTGAGE,2.0,PERSONAL,B,3878,11.44,0,0.07,N,3
37,9138,RENT,2.0,EDUCATION,B,15299,7.93,0,0.83,N,2
30,35671,MORTGAGE,2.0,HOMEIMPROVEMENT,F,3379,19.8,1,0.09,N,7
47,8000,MORTGAGE,6.0,PERSONAL,A,4676,7.71,0,0.58,N,6
20,47407,OWN,4.0,PERSONAL,B,4969,11.69,0,0.1,N,6
23,8000,MORTGAGE,7.0,PERSONAL,G,1709,23.22,1,0.21,N,3
30,84121,RENT,0.0,MEDICAL,B,6550,7.86,0,0.08,N,8
30,17776,OWN,9.0,EDUCATION,A,8770,9.18,0,0.49,Y,4
39,44788,RENT,0.0,EDUCATION,B,6593,10.16,0,0.15,N,2
23,39986,MORTGAGE,2.0,PERSONAL,D,24889,16.09,1,0.62,N,11
33,17325,RENT,5.0,VENTURE,G,2633,23.22,1,0.15,Y,7
34,18072,RENT,1.0,HOMEIMPROVEMENT,C,1469,14.12,0,0.08,N,10
31,13898,RENT,6.0,HOMEIMPROVEMENT,G,2134,23.22,1,0.15,N,9
21,33963,RENT,5.0,PERSONAL,A,5212,8.08,0,0.15,N,8
36,17449,RENT,8.0,DEBTCONSOLIDATION,C,11375,16.31,1,0.65,N,14
35,14038,RENT,1.0,DEBTCONSOLIDATION,C,5553,13.37,0,0.4,N,8
31,29599,MORTGAGE,4.0,EDUCATION,A,3479,8.84,0,0.12,N,2
28,13447,OWN,8.0,DEBTCONSOLIDATION,C,14016,10.67,1,0.83,N,2
29,18380,RENT,1.0,EDUCATION,B,4532,,1,0.25,N,4
27,23362,MORTGAGE,9.0,PERSONAL,D,1878,14.98,0,0.08,N,2
31,15470,MORTGAGE,1.0,MEDICAL,D,9888,17.2,1,0.64,Y,2
27,16808,RENT,1.0,MEDICAL,A,7719,7.28,0,0.46,N,11
22,51238,OWN,4.0,HOMEIMPROVEMENT,A,5804,8.44,0,0.11,N,9
21,19686,RENT,,EDUCATION,E,15292,20.38,0,0.78,N,9
23,18073,OWN,1.0,HOMEIMPROVEMENT,C,4568,12.91,0,0.25,N,3
29,20003,MORTGAGE,1.0,HOMEIMPROVEMENT,B,5978,10.32,0,0.3,N,2
27,28281,RENT,4.0,PERSONAL,B,2482,11.31,0,0.09,N,4
28,12473,OWN,1.0,VENTURE,D,3002,16.04,0,0.24,N,9
30,27860,RENT,1.0,MEDICAL,A,3527,8.79,0,0.13,N,5
23,25354,OWN,5.0,EDUCATION,A,7983,,0,0.31,Y,8
36,8235,RENT,0.0,EDUCATION,B,3061,12.54,0,0.37,N,12
26,59091,MORTGAGE,2.0,HOMEIMPROVEMENT,A,4593,5.99,0,0.08,N,4
25,49190,OWN,3.0,VENTURE,F,4204,23.22,1,0.09,N,2
30,14181,RENT,0.0,VENTURE,A,4736,6.69,0,0.33,N,13
20,11880,MORTGAGE,18.0,PERSONAL,C,2878,15.75,1,0.24,Y,7
22,24969,RENT,1.0,VENTURE,C,4251,16.87,0,0.17,N,2
33,10054,OWN,1.0,HOMEIMPROVEMENT,A,2193,7.31,0,0.22,N,2
20,46646,OWN,2.0,DEBTCONSOLIDATION,A,4780,9.85,0,0.1,N,10
34,17023,RENT,12.0,HOMEIMPROVEMENT,A,4818,6.77,0,0.28,N,4
36,53744,RENT,2.0,PERSONAL,B,5170,11.3,0,0.1,Y,2
25,13996,RENT,6.0,DEBTCONSOLIDATION,A,7270,6.84,0,0.52,N,2
29,20708,MORTGAGE,2.0,HOMEIMPROVEMENT,E,17438,18.5,1,0.83,N,8
34,44221,MORTGAGE,4.0,PERSONAL,D,1538,19.2,0,0.03,N,8
24,18438,RENT,3.0,VENTURE,A,3790,7.24,0,0.21,N,12
32,25582,RENT,6.0,EDUCATION,A,2593,6.37,0,0.1,N,2
23,40173,MORTGAGE,9.0,MEDICAL,A,6112,5.93,0,0.15,N,6
24,16222,RENT,3.0,EDUCATION,D,8067,19.84,0,0.5,Y,2
22,11004,RENT,12.0,HOMEIMPROVEMENT,E,2102,19.79,1,0.19,Y,2
29,9874,MORTGAGE,8.0,PERSONAL,B,6140,10.77,0,0.62,N,5
34,30360,RENT,9.0,HOMEIMPROVEMENT,C,9007,15.54,1,0.3,N,7
26,27277,MORTGAGE,6.0,PERSONAL,B,6617,13.32,0,0.24,N,9
20,39494,RENT,0.0,PERSONAL,D,3880,16.23,1,0.1,Y,12
21,18944,MORTGAGE,9.0,PERSONAL,E,7888,20.94,1,0.42,N,2
30,10027,RENT,10.0,EDUCATION,B,4111,11.94,0,0.41,Y,6
38,8000,RENT,0.0,VENTURE,E,9263,19.74,1,0.83,N,3
30,106657,RENT,8.0,MEDICAL,A,6290,6.43,1,0.06,N,2
25,29431,MORTGAGE,6.0,MEDICAL,A,4307,6.09,1,0.15,N,10
32,23747,OWN,4.0,HOMEIMPROVEMENT,D,2037,18.56,0,0.09,N,9
26,25674,RENT,1.0,MEDICAL,B,4974,11.38,0,0.19,N,7
25,10024,MORTGAGE,3.0,MEDICAL,A,2321,7.12,0,0.23,N,7
21,14225,RENT,4.0,EDUCATION,A,2296,5.93,0,0.16,N,4
36,57459,RENT,2.0,DEBTCONSOLIDATION,B,3852,12.56,0,0.07,N,7
20,31637,RENT,,EDUCATION,A,4659,,0,0.15,N,6
32,14472,MORTGAGE,5.0,PERSONAL,G,2130,,1,0.15,N,4
24,11217,RENT,8.0,MEDICAL,C,4377,13.48,0,0.39,N,8
25,16586,RENT,1.0,VENTURE,B,4161,12.14,0,0.25,N,3
37,18518,MORTGAGE,3.0,PERSONAL,D,3229,14.36,1,0.17,N,9
23,67984,MORTGAGE,17.0,HOMEIMPROVEMENT,B,4106,10.95,0,0.06,N,10
23,19859,RENT,13.0,EDUCATION,A,7717,8.25,1,0.39,N,8
26,11450,OWN,4.0,VENTURE,B,3746,,0,0.33,N,6
30,21327,RENT,1.0,PERSONAL,B,7383,12.11,0,0.35,N,4
25,25473,RENT,4.0,DEBTCONSOLIDATION,A,4648,5.42,0,0.18,Y,4
20,10891,RENT,1.0,EDUCATION,C,10025,12.05,1,0.83,Y,7
22,27479,MORTGAGE,13.0,PERSONAL,B,8674,12.34,0,0.32,N,2
35,42826,MORTGAGE,2.0,PERSONAL,B,4235,11.61,0,0.1,N,2
28,23772,RENT,5.0,EDUCATION,C,3051,13.6,0,0.13,N,2
30,14208,RENT,4.0,EDUCATION,C,6901,14.42,0,0.49,N,4
26,16467,RENT,3.0,PERSONAL,G,3404,23.22,1,0.21,Y,2
23,8845,MORTGAGE,,MEDICAL,E,1640,19.27,0,0.19,N,2
37,20463,MORTGAGE,1.0,MEDICAL,A,8224,,0,0.4,N,2
26,26132,MORTGAGE,3.0,MEDICAL,A,3201,5.42,1,0.12,N,5
25,13451,MORTGAGE,10.0,PERSONAL,B,1153,13.18,1,0.09,Y,4
34,64012,MORTGAGE,3.0,EDUCATION,B,4658,11.11,0,0.07,N,6
23,34055,MORTGAGE,3.0,DEBTCONSOLIDATION,E,9463,22.28,1,0.28,N,9
24,8217,MORTGAGE,0.0,EDUCATION,D,3252,14.99,0,0.4,N,6
27,8310,RENT,2.0,HOMEIMPROVEMENT,B,3852,11.2,1,0.46,Y,2
27,12820,MORTGAGE,10.0,PERSONAL,E,6967,18.22,1,0.54,N,9
29,52326,RENT,0.0,PERSONAL,B,3574,13.64,0,0.07,N,5
40,35954,RENT,0.0,DEBTCONSOLIDATION,C,4570,18.09,0,0.13,N,6
29,53800,RENT,10.0,VENTURE,C,9196,15.88,0,0.17,N,7
20,22150,RENT,5.0,VENTURE,B,7897,9.32,0,0.36,N,6
29,19629,MORTGAGE,2.0,EDUCATION,A,5758,5.42,0,0.29,N,12
27,11090,RENT,18.0,HOMEIMPROVEMENT,A,1530,6.85,0,0.14,N,5
27,26697,RENT,1.0,DEBTCONSOLIDATION,A,7397,7.21,0,0.28,N,9
29,19773,MORTGAGE,2.0,PERSONAL,B,3727,11.78,0,0.19,N,5
27,19359,OWN,5.0,PERSONAL,C,6923,14.71,0,0.36,N,6
27,53633,RENT,2.0,HOMEIMPROVEMENT,B,1699,11.03,0,0.03,N,4
31,20547,RENT,4.0,PERSONAL,D,9474,16.66,1,0.46,N,2
24,45800,RENT,1.0,EDUCATION,C,2728,12.77,0,0.06,N,8
22,9196,MORTGAGE,24.0,PERSONAL,B,6645,12.02,0,0.72,N,8
45,96612,RENT,0.0,EDUCATION,B,9445,7.43,1,0.1,N,2
23,17938,MORTGAGE,7.0,EDUCATION,A,6460,7.15,1,0.36,N,5
28,32498,RENT,1.0,PERSONAL,C,6440,14.34,0,0.2,N,6
20,35470,MORTGAGE,13.0,PERSONAL,B,5227,10.67,1,0.15,N,5
28,16755,RENT,3.0,EDUCATION,F,2092,23.22,1,0.12,N,7
22,34560,RENT,,MEDICAL,C,12429,15.48,0,0.36,N,4
25,35562,RENT,12.0,HOMEIMPROVEMENT,A,10581,,0,0.3,N,6
33,14879,RENT,3.0,VENTURE,C,3759,,0,0.25,N,12
30,14977,OTHER,1.0,PERSONAL,E,500,18.96,1,0.03,N,2
31,22582,MORTGAGE,6.0,EDUCATION,E,9943,,0,0.44,N,7
20,20670,RENT,8.0,HOMEIMPROVEMENT,E,1373,19.38,0,0.07,N,4
38,47392,MORTGAGE,6.0,MEDICAL,D,7133,18.69,1,0.15,N,3
20,32417,RENT,2.0,HOMEIMPROVEMENT,B,2951,11.55,0,0.09,N,11
36,21189,MORTGAGE,1.0,DEBTCONSOLIDATION,C,6878,11.12,0,0.32,N,6
33,30740,RENT,3.0,EDUCATION,C,2428,,0,0.08,N,5
31,8000,RENT,2.0,PERSONAL,D,4933,16.1,0,0.62,N,6
22,15702,RENT,1.0,PERSONAL,E,1488,22.54,1,0.09,Y,2
28,25804,RENT,0.0,PERSONAL,B,4967,9.79,1,0.19,N,10
24,40678,MORTGAGE,6.0,VENTURE,B,4899,10.98,0,0.12,N,7
27,24584,RENT,2.0,PERSONAL,B,8124,8.64,0,0.33,N,3
26,49120,RENT,2.0,DEBTCONSOLIDATION,E,3516,,1,0.07,N,3
20,35502,MORTGAGE,3.0,VENTURE,B,5991,13.82,0,0.17,N,6
34,16838,RENT,4.0,DEBTCONSOLIDATION,A,3723,,0,0.22,N,9
27,20393,RENT,1.0,MEDICAL,B,6751,12.4,0,0.33,N,2
24,27574,MORTGAGE,1.0,EDUCATION,D,6462,16.69,0,0.23,N,2
24,17210,RENT,1.0,PERSONAL,F,9097,22.97,1,0.53,N,8
29,51134,MORTGAGE,3.0,HOMEIMPROVEMENT,B,2162,11.93,0,0.04,N,3
22,11970,OWN,1.0,PERSONAL,D,4610,15.12,0,0.39,N,4
20,26209,RENT,4.0,DEBTCONSOLIDATION,B,5994,9.85,0,0.23,N,7
30,33007,RENT,3.0,PERSONAL,B,17562,9.64,0,0.53,N,2
30,18538,RENT,1.0,MEDICAL,B,19690,13.54,1,0.83,Y,9
26,16377,OWN,14.0,EDUCATION,C,1897,,0,0.12,N,3
20,21123,OWN,6.0,VENTURE,E,3195,21.48,1,0.15,N,13
28,34427,MORTGAGE,21.0,HOMEIMPROVEMENT,D,854,,1,0.02,Y,13
20,16732,RENT,6.0,PERSONAL,C,22865,15.21,0,0.83,N,11
21,12235,MORTGAGE,1.0,DEBTCONSOLIDATION,B,6138,8.57,0,0.5,N,2
23,41473,RENT,1.0,MEDICAL,D,7379,16.11,0,0.18,N,2
32,27436,MORTGAGE,7.0,EDUCATION,E,3938,19.67,1,0.14,N,4
25,38342,RENT,4.0,DEBTCONSOLIDATION,D,4901,17.2,0,0.13,Y,9
25,33444,MORTGAGE,2.0,HOMEIMPROVEMENT,C,10834,12.47,1,0.32,N,9
39,73052,RENT,1.0,PERSONAL,D,2362,14.92,0,0.03,N,5
29,40669,RENT,4.0,PERSONAL,B,2229,9.42,0,0.05,N,2
29,14790,RENT,8.0,DEBTCONSOLIDATION,B,4152,9.86,0,0.28,N,6
25,28528,MORTGAGE,5.0,MEDICAL,F,4949,22.45,0,0.17,N,2
24,16209,MORTGAGE,1.0,MEDICAL,C,7250,14.64,0,0.45,N,6
20,17158,MORTGAGE,5.0,PERSONAL,C,4982,13.77,1,0.29,N,5
33,10128,RENT,10.0,MEDICAL,A,2720,8.83,0,0.27,N,2
30,18819,OWN,1.0,EDUCATION,B,3764,11.93,0,0.2,N,12
26,29725,RENT,27.0,PERSONAL,B,5562,10.53,0,0.19,N,6
26,21240,MORTGAGE,7.0,EDUCATION,B,7804,11.67,0,0.37,Y,8
32,12032,RENT,1.0,PERSONAL,F,9892,22.84,1,0.82,N,10
20,9531,MORTGAGE,4.0,MEDICAL,E,4055,19.12,1,0.43,N,2
24,70369,MORTGAGE,17.0,VENTURE,F,2995,23.09,1,0.04,N,6
20,26339,RENT,5.0,VENTURE,B,2621,11.62,0,0.1,N,2
38,13999,MORTGAGE,1.0,PERSONAL,C,11122,15.51,0,0.79,N,5
32,28395,RENT,1.0,PERSONAL,B,3621,14.31,0,0.13,N,2
20,73427,RENT,1.0,HOMEIMPROVEMENT,B,2879,12.91,0,0.04,N,5
20,30984,RENT,1.0,MEDICAL,B,5524,9.5,0,0.18,N,5
26,8000,RENT,3.0,PERSONAL,C,15214,,0,0.83,N,2
24,94727,RENT,10.0,HOMEIMPROVEMENT,B,2573,12.94,0,0.03,N,9
20,8000,MORTGAGE,7.0,EDUCATION,B,7434,10.81,1,0.83,N,7
39,19666,MORTGAGE,2.0,EDUCATION,B,3574,9.94,0,0.18,N,5
29,11809,RENT,5.0,HOMEIMPROVEMENT,A,5312,9.45,0,0.45,Y,16
30,14661,OTHER,2.0,EDUCATION,E,8671,19.72,1,0.59,N,2
23,25756,MORTGAGE,2.0,MEDICAL,A,11512,6.83,1,0.45,N,2
32,8000,RENT,1.0,HOMEIMPROVEMENT,C,3392,13.04,0,0.42,N,11
25,20959,RENT,3.0,PERSONAL,A,8310,5.42,0,0.4,N,9
25,41400,MORTGAGE,2.0,MEDICAL,B,5803,9.62,0,0.14,N,10
31,13852,RENT,7.0,PERSONAL,A,6515,6.05,0,0.47,N,11
20,10253,RENT,3.0,DEBTCONSOLIDATION,G,11672,23.22,1,0.83,N,11
37,20401,MORTGAGE,10.0,EDUCATION,D,2988,17.12,1,0.15,N,2
28,18286,MORTGAGE,5.0,DEBTCONSOLIDATION,D,8454,17.4,0,0.46,N,5
35,15876,MORTGAGE,1.0,EDUCATION,A,5485,8.36,0,0.35,N,8
21,11457,MORTGAGE,3.0,HOMEIMPROVEMENT,C,11256,12.86,0,0.83,N,2
22,29306,RENT,1.0,HOMEIMPROVEMENT,D,6548,14.19,0,0.22,N,3
20,30558,MORTGAGE,2.0,EDUCATION,B,4421,10.51,0,0.14,N,12
29,12257,MORTGAGE,3.0,VENTURE,A,9044,5.42,0,0.74,N,2
28,13226,RENT,0.0,EDUCATION,B,3302,10.96,0,0.25,N,7
24,23743,RENT,1.0,PERSONAL,E,3713,21.3,0,0.16,N,6
21,12955,RENT,7.0,EDUCATION,A,2905,,0,0.22,N,7
20,24300,MORTGAGE,9.0,VENTURE,A,3169,6.89,0,0.13,N,2
27,49386,MORTGAGE,17.0,PERSONAL,C,724,10.93,0,0.01,N,7
